영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Arar Domestic Airport,아라르 국내선 공항,RAE,OERR,중동아프리카,Saudi Arabia,사우디아라비아,Arar
Araracuara Airport,아라라쿠아라 공항,ACR,SKAC,중남미,Colombia,콜롬비아,Araracuara
Araraquara Airport,아라라콰라 공항,AQA,SBAQ,중남미,Brazil,브라질,Araraquara
Araripina Airport,아라리피나 공항,JAW,SNAB,중남미,Brazil,브라질,Araripina
Arathusa Airport,아라투사 공항,ASS,FAAR,중동아프리카,South Africa,남아프리카,Arathusa
Aratika Nord Airport,아라티카 노르드 공항,RKA,NTKK,아시아태평양,French Polynesia,프랑스령 폴리네시아,Aratika
Araxa Airport,아락사 공항,AAX,SBAX,중남미,Brazil,브라질,Araxa
Araxos Airport,아락소스 공항,GPA,LGRX,유럽,Greece,그리스,Patras
Arba Minch Airport,아르바 민치 공항,AMH,HAAM,중동아프리카,Ethiopia,이디오피아,Arba Minch
Arcata-Eureka Airport,아르카타-유레카 공항,ACV,KACV,북미캐나다,United States,미국,Arcata-Eureka
Arctic Bay Airport,북극 베이 공항,YAB,CYAB,북미캐나다,Canada,캐나다,Arctic Bay
Arctic Village Airport,북극 마을 공항,ARC,PARC,북미캐나다,United States,미국,Arctic Village
Ardabil Airport,아르다빌 공항,ADU,OITL,중동아프리카,Iran,이란,Ardabil
Ardmore Industrial Airpark,아드모어 산업 비행장,ADM,KADM,북미캐나다,United States,미국,Ardmore
are Ostersund Airport,아레 외스테르순드 공항,OSD,ESNZ,유럽,Sweden,스웨덴,Ostersund
Arendal Airport Gullknapp,아렌달 공항 굴크냅,n/a,ENGK,유럽,Norway,노르웨이,Arendal
Argyle Airport,아가일 공항,GYL,YARG,대양주,Australia,오스트레일리아,Argyle
Argyle International Airport,아가일 국제 공항,SVD,TVSA,중남미,Saint Vincent and the Grenadines,세인트빈센트그레나딘,Saint Vincent
Aripuana Airport,아리푸아낭 공항,AIR,SSOU,중남미,Brazil,브라질,Aripuana
Ariquemes Airport,아리케메스 공항,AQM,SJOG,중남미,Brazil,브라질,Ariquemes
Aristides Pereira International Airport,아리스티데스 페레이라 국제공항,BVC,GVBA,중동아프리카,Cape Verde,카보베르데,Boa Vista
Arkansas International Airport,아칸소 국제 공항,BYH,KBYH,북미캐나다,United States,미국,Blytheville
Arlington Municipal Airport,알링턴 시립공항,n/a,KGKY,북미캐나다,United States,미국,Arlington
Arlit Airport,아를릿 공항,RLT,DRZL,중동아프리카,Niger,니제르,Arlit
Armidale Airport,아미데일 공항,ARM,YARM,대양주,Australia,오스트레일리아,Armidale
Arnold Palmer Regional Airport,아놀드 파머 공항,LBE,KLBE,북미캐나다,United States,미국,Latrobe
Aropa Airport,아로파 공항,KIE,AYIQ,아시아태평양,Papua New Guinea,파푸아뉴기니,Kieta
Arorae Island Airport,아로라 아일랜드 공항,AIS,NGTR,아시아태평양,Kiribati,키리바시,Arorae Island
Arrabury Airport,아라베리 공항,AAB,YARY,대양주,Australia,오스트레일리아,Arrabury
Arrachart Airport,아라차트 공항,DIE,FMNA,중동아프리카,Madagascar,마다가스카르,Antsiranana
Arthur Napoleon Raymond Robinson International Airport,아서 나폴레옹 레이몬드 로빈슨 국제 공항,TAB,TTCP,중남미,Trinidad and Tobago,트리니다드토바고,Tobago
Arthur's Town Airport,아서스 타운 공항,ATC,MYCA,중남미,Bahamas,바하마,Arthur's Town
Arturo Merino BenItez International Airport,아르투로 메리노 베니테스 국제 공항,SCL,SCEL,중남미,Chile,칠레,Santiago
Arturo Michelena International Airport,아르투로 미켈레나 국제 공항,VLN,SVVA,중남미,Venezuela,베네수엘라,Valencia
Arua Airport,아루아 공항,RUA,HUAR,중동아프리카,Uganda,우간다,Arua
Arusha Airport,아루샤 공항,ARK,HTAR,중동아프리카,Tanzania,탄자니아,Arusha
Arutua Airport,아루투아 공항,AXR,NTGU,아시아태평양,French Polynesia,프랑스령 폴리네시아,Arutua
Arviat Airport,아르비아 공항,YEK,CYEK,북미캐나다,Canada,캐나다,Arviat
Arvidsjaur Airport,아르비스야우르 공항,AJR,ESNX,유럽,Sweden,스웨덴,Arvidsjaur
Arxan Yi'ershi Airport,아산 이얼시 공항,YIE,ZBES,아시아태평양,China,중국,Aershan
Asaba International Airport,아사바 국제공항,ABB,DNAS,중동아프리카,Nigeria,나이지리아,Asaba
Asahikawa Airport,아사히카와 공항,AKJ,RJEC,아시아태평양,Japan,일본,Asahikawa
Asheville Regional Airport,애슈빌 공항,AVL,KAVL,북미캐나다,United States,미국,Asheville
Ashgabat International Airport,아시가바트 국제공항,ASB,UTAA,아시아태평양,Turkmenistan,투르크메니스탄,Ashgabat
Asmara International Airport,아스마라 국제공항,ASM,HHAS,중동아프리카,Eritrea,에리트레아,Asmara
Asosa Airport,아소사 공항,ASO,HASO,중동아프리카,Ethiopia,이디오피아,Asosa
Aspen Pitkin County Airport,아스펜 핏킨 카운티 공항,ASE,KASE,북미캐나다,United States,미국,Aspen
Assab International Airport,아사브 국제공항,ASA,HHSB,중동아프리카,Eritrea,에리트레아,Assab
Assiut Airport,아시우트 공항,ATZ,HEAT,중동아프리카,Egypt,이집트,Assiut
Astor Piazzolla International Airport,아스토르 피아졸라 국제공항,MDQ,SAZM,중남미,Argentina,아르헨티나,Mar del Plata
Astoria Regional Airport,아스토리아 지역공항,AST,KAST,북미캐나다,United States,미국,Astoria
Asturias Airport,아스투리아스 공항,OVD,LEAS,유럽,Spain,스페인,Oviedo
Astypalaia Island National Airport,아스티팔라이아 아일랜드 내셔널 공항,JTY,LGPL,유럽,Greece,그리스,Astypalaia
Aswan International Airport,아스완 국제공항,ASW,HESN,중동아프리카,Egypt,이집트,Aswan
Atambua Haliwen Airport,아탐부아 할리웬 공항,ABU,WATA,아시아태평양,Indonesia,인도네시아,Atambua
Ataq Airport,아타크 공항,AXK,OYAT,중동아프리카,Yemen,예멘,Ataq
Athens Ben Epps Airport,아테네 벤 엡스 공항,AHN,KAHN,북미캐나다,United States,미국,Athens
Athens International Airport,아테네 국제공항,ATH,LGAV,유럽,Greece,그리스,Athens
Atka Airport,앗카 공항,AKB,PAAK,북미캐나다,United States,미국,Atka
Atlangatepec Tlaxcala Airport,아틀란가테펙 틀락스칼라 공항,n/a,MMTA,중남미,Mexico,멕시코,Atlangatepec
Atlantic City International Airport,애틀랜틱시티 국제공항,ACY,KACY,북미캐나다,United States,미국,Atlantic
Atmautluak Airport,아트마우틀루악 공항,ATT,n/a,북미캐나다,United States,미국,Atmautluak
Atqasuk Edward Burnell Sr. Memorial Airport,앳가숙 에드워드 버넬 시니어 메모리얼 공항,ATK,PATQ,북미캐나다,United States,미국,Atqasuk
Attapeu International Airport,아타푸 국제공항,AOU,VLAP,아시아태평양,Laos,라오스,Attapeu
Attawapiskat Airport,아타와피스캇 공항,YAT,CYAT,북미캐나다,Canada,캐나다,Attawapiskat
Atung Bungsu Airport,아퉁 붕수 공항,PXA,WIPI,아시아태평양,Indonesia,인도네시아,Pagar Alam
Atuona Airport,아투오나 공항,AUQ,NTMN,아시아태평양,French Polynesia,프랑스령 폴리네시아,Atuona
Atyrau Airport,아티라우 공항,GUW,UATG,아시아태평양,Kazakhstan,카자흐스탄,Atyrau
Auburn University Regional Airport,오번대학교 지역공항,AUO,KAUO,북미캐나다,United States,미국,Auburn
Auckland Airport,오클랜드 공항,AKL,NZAA,아시아태평양,New Zealand,뉴질랜드,Auckland
Augsburg Airport,아우크스부르크 공항,AGB,EDMA,유럽,Germany,독일,Augsburg
Augusta Regional Airportat Bush Field,오거스타 공항앳 부시 필드,AGS,KAGS,북미캐나다,United States,미국,Augusta
Augusta State Airport,오거스타 주립공항,AUG,KAUG,북미캐나다,United States,미국,Augusta
Auguste George Airport,오귀스트 조지 공항,NGD,TUPA,아시아태평양,British Virgin Islands,영국령 버진아일랜드,Anegada
Augusto C. Sandino International Airport,아우구스토 C. 산디노 국제공항,MGA,MNMG,중남미,Nicaragua,니카라과,Managua
Auki Gwaunaru'u Airport,아우키 과우나루우 공항,AKS,AGGA,아시아태평양,Solomon Islands,솔로몬 제도,Auki
Aupaluk Airport,아우팔룩 공항,YPJ,CYLA,북미캐나다,Canada,캐나다,Aupaluk
Aur Airport,아우르 공항,AUL,n/a,아시아태평양,Marshall Islands,마샬 군도,Aur Atoll
Aurangabad Airport,아우랑가바드 공항,IXU,VAAU,아시아태평양,India,인도,Aurangabad
Aurel Vlaicu International Airport,아우렐 블라이쿠 국제공항,BBU,LRBS,유럽,Romania,루마니아,Bucharest
Aurillac Tronquieres Airport,오리락 공항,AUR,LFLW,유럽,France,프랑스,Aurillac
Aurukun Airport,오루쿤 공항,AUU,YAUR,대양주,Australia,오스트레일리아,Aurukun
Austin Bergstrom International Airport,오스틴 버그스트롬 국제공항,AUS,KAUS,북미캐나다,United States,미국,Austin
Austin Straubel International Airport,오스틴 스트라우벨 국제 공항,GRB,KGRB,북미캐나다,United States,미국,Green Bay
Avalon Airport,아발론 공항,AVV,YMAV,대양주,Australia,오스트레일리아,Melbourne
Aviador Carlos Campos Airport,아비아도르 카를로스 캄포스 에어포트,CPC,SAZY,중남미,Argentina,아르헨티나,San MartIn de los Andes
Avignon Provence Airport,아비뇽 프로방스 공항,AVN,LFMV,유럽,France,프랑스,Avignon
Awang Airport,아왕 공항,CBO,RPMC,아시아태평양,Philippines,필리핀,Cotabato
Awasa Airport,아와사 공항,AWA,HALA,중동아프리카,Ethiopia,이디오피아,Awasa
Axum Airport,악숨 공항,AXU,HAAX,중동아프리카,Ethiopia,이디오피아,Axum
Ayan Airport,아얀 공항,n/a,n/a,유럽,Russia,러시아,Ayan
Aydin Airport,아이딘 공항,CII,LTBD,유럽,Turkey,터키,Aydin
Ayers Rock Airport,에어즈락 공항,AYQ,YAYE,대양주,Australia,오스트레일리아,Yulara
Ayodhya International Airport,아요디아 국제공항,AYJ,VEAY,아시아태평양,India,인도,Ayodhya
Azamgarh Airport,아잠가르 공항,AZH,VEAH,아시아태평양,India,인도,Azamgarh
Babo Airport,바보 공항,BXB,WASO,아시아태평양,Indonesia,인도네시아,Babo
Bacacheri Airport,바카체리 공항,BFH,SBBI,중남미,Brazil,브라질,Curitiba
Bacau International Airport,바커우 국제공항,BCM,LRBC,유럽,Romania,루마니아,Bacau
Bacha Khan International Airport,바차 칸 국제 공항,PEW,OPPS,중동아프리카,Pakistan,파키스탄,Peshawar
Bachigualato Federal International Airport,바키구알라토 연방 국제공항,CUL,MMCL,중남미,Mexico,멕시코,Culiacan
Baco Airport,바코 공항,BCO,HABC,중동아프리카,Ethiopia,이디오피아,Jinka
Bacolod Silay International Airport,바콜로드 실라이 국제공항,BCD,RPVB,아시아태평양,Philippines,필리핀,Bacolod
Badajoz Airport,바다호스 공항,BJZ,LEBZ,유럽,Spain,스페인,Badajoz
Badu Island Airport,바두 아일랜드 공항,BDD,YBAU,대양주,Australia,오스트레일리아,Badu Island
Bafoussam Airport,바푸샴 공항,BFX,FKKU,중동아프리카,Cameroon,카메룬,Bafoussam
Bagdogra Airport,바그도그라 공항,IXB,VEBD,아시아태평양,India,인도,Bagdogra
Baghdad International Airport,바그다드 국제 공항,BGW,ORBI,중동아프리카,Iraq,이라크,Baghdad
Baglung Airport,바그룽 공항,BGL,VNBL,아시아태평양,Nepal,네팔,Baglung
Bagram Airfield,바그람 비행장,OAI,OAIX,중동아프리카,Afghanistan,아프가니스탄,Bagram
Bahawalpur Airport,바하왈푸르 공항,BHV,OPBW,중동아프리카,Pakistan,파키스탄,Bahawalpur
BahIa Pina Airport,바이아피냐 공항,BFQ,n/a,중남미,Panama,파나마,Puerto Pina
BahIas de Huatulco International Airport,바이아스 데 우아툴코 국제공항,HUX,MMBT,중남미,Mexico,멕시코,Huatulco
Bahir Dar Airport,바히르 다르 공항,BJR,HABD,중동아프리카,Ethiopia,이디오피아,Bahir Dar
Bahrain International Airport,바레인 국제 공항,BAH,OBBI,중동아프리카,Bahrain,바레인,Manama
Baia Mare Airport,바이아 마레 공항,BAY,LRBM,유럽,Romania,루마니아,Baia Mare
Baicheng Chang'an Airport,바이청 장안 공항,DBC,ZYBA,아시아태평양,China,중국,Baicheng
Baidoa Airport,바이도아 공항,BIB,HCMB,중동아프리카,Somalia,소말리아,Baidoa
Baie Comeau Airport,베 코모 공항,YBC,CYBC,북미캐나다,Canada,캐나다,BaieComeau
Baikal International Airport,바이칼 국제 공항,UUD,UIUU,유럽,Russia,러시아,Ulan-Ude
Baise Bama Airport,바이스 바마 공항,AEB,ZGBS,아시아태평양,China,중국,Baise
Bajawa Soa Airport,바자와 소아 공항,BJW,WATB,아시아태평양,Indonesia,인도네시아,Bajawa
Bajura Airport,바주라 공항,BJU,VNBR,아시아태평양,Nepal,네팔,Bajura
Bakelalan Airport,바켈랄란 공항,BKM,WBGQ,아시아태평양,Malaysia,말레이시아,Bakelalan
Baker Lake Airport,베이커 레이크 공항,YBK,CYBK,북미캐나다,Canada,캐나다,Baker Lake
Balakovo Airport,발라코보 공항,BWO,UWSB,유럽,Russia,러시아,Balakovo
Balalae Airport,발랄래 공항,BAS,AGGE,아시아태평양,Solomon Islands,솔로몬 제도,Balalae Island
Balikesir Airport,발리케시르 공항,BZI,LTBF,유럽,Turkey,터키,Balikesir
Balikesir Koca Seyit Airport,발리케시르 코카 세이이트 공항,EDO,LTFD,유럽,Turkey,터키,Edremit
Balimo Airport,발리모 공항,OPU,AYBM,아시아태평양,Papua New Guinea,파푸아뉴기니,Balimo
Balkanabat Airport,발카나바트 공항,BKN,n/a,중동아프리카,Niger,니제르,Balkanabat
Balkhash Airport,발카쉬 공항,BXH,UAAH,아시아태평양,Kazakhstan,카자흐스탄,Balkhash
Ballarat Airport,밸러랫 공항,n/a,YBLT,대양주,Australia,오스트레일리아,Ballarat
Ballera Airport,발레라 공항,BBL,YLLE,대양주,Australia,오스트레일리아,Ballera gas plant
Ballina Byron Gateway Airport,발리나 바이런 게이트웨이 공항,BNK,YBNA,대양주,Australia,오스트레일리아,Ballina
Balmaceda Airport,발마세다 공항,BBA,SCBA,중남미,Chile,칠레,Balmaceda
Balti International Airport,벨시 국제공항,BZY,LUBL,유럽,Moldova,몰도바,Balti
Baltimore/Washington International Thurgood Marshall Airport,볼티모어/워싱턴 인터내셔널 서굿 마샬 공항,BWI,KBWI,북미캐나다,United States,미국,Baltimore Washington
Balurghat Airport,발루가트 공항,RGH,VEBG,아시아태평양,India,인도,Balurghat
Bam Airport,뱀 공항,BXR,OIKM,중동아프리카,Iran,이란,Bam
Bamako Senou International Airport,바마코 세누 국제공항,BKO,GABS,중동아프리카,Mali,말리,Bamako
Bamenda Airport,바멘다 공항,BPC,FKKV,중동아프리카,Cameroon,카메룬,Bamenda
Bamyan Airport,바미얀 공항,BIN,OABN,중동아프리카,Afghanistan,아프가니스탄,Bamyan
Ban Huoeisay Airport,반 후오이세이 공항,HOE,VLHS,아시아태평양,Laos,라오스,Ban Huoeisay
Bancasi Airport,반카시 공항,BXU,RPME,아시아태평양,Philippines,필리핀,Butuan
Bandar Abbas International Airport,반다르아바스 국제공항,BND,OIKB,중동아프리카,Iran,이란,Bandar Abbas
Bandar Lengeh Airport,반다르 렝게 공항,BDH,OIBL,중동아프리카,Iran,이란,Bandar Lengeh
Bandaranaike International Airport,반다라나이케 국제공항,CMB,VCBI,아시아태평양,Sri Lanka,스리랑카,Colombo
Bangoka International Airport,방고카 국제 공항,FKI,FZIC,중동아프리카,"Congo, Democratic Republic of",콩고 민주공화국,Kisangani
Bangor International Airport,뱅거 국제공항,BGR,KBGR,북미캐나다,United States,미국,Bangor
Bangui M'Poko International Airport,방기 음포코 국제공항,BGF,FEFF,중동아프리카,Central African Republic,중앙아프리카공화국,Bangui
Banja Luka International Airport,바냐루카 국제공항,BNX,LQBK,유럽,Bosnia and Herzegovina,보스니아 헤르체고비나,Banja Luka
Banjul International Airport,반줄 국제공항,BJL,GBYD,중동아프리카,Gambia,감비아,Banjul
Bankstown Airport,뱅크스타운 공항,BWU,YSBK,대양주,Australia,오스트레일리아,Bankstown
Bannu Airport,반누 공항,n/a,OPBN,중동아프리카,Pakistan,파키스탄,Bannu
Bantayan Airport,반타얀 공항,n/a,n/a,아시아태평양,Philippines,필리핀,Bantayan
Banyuwangi Airport,반유왕이 공항,BWX,WARB,아시아태평양,Indonesia,인도네시아,Banyuwangi
Baoshan Yunduan Airport,바오산 윈두안 공항,BSD,ZPBS,아시아태평양,China,중국,Baoshan
Baotou Airport,바우터우 공항,BAV,ZBOW,아시아태평양,China,중국,Baotou
Baramati Airport,바라마티 공항,n/a,n/a,아시아태평양,India,인도,Baramati
Barbuda Codrington Airport,바부다 코드링턴 공항,BBQ,TAPH,중남미,Antigua and Barbuda,앤티가 바부다,Barbuda
Barcaldine Airport,바르칼딘 공항,BCI,YBAR,대양주,Australia,오스트레일리아,Barcaldine
Barcelona El Prat Airport,바르셀로나 엘프라트 공항,BCN,LEBL,유럽,Spain,스페인,Barcelona
Barcelos Airport,바르셀로스 공항,BAZ,SWBC,중남미,Brazil,브라질,Barcelos
Bardufoss Airport,바두포스 공항,BDU,ENDU,유럽,Norway,노르웨이,Bardufoss
Bareilly Airport,바레일리 공항,BEK,VIBY,아시아태평양,India,인도,Bareilly
Bari Karol WojtyLa Airport,바리 카롤 보이티와 공항,BRI,LIBD,유럽,Italy,이탈리아,Bari
Barimunya Airport,바리문야 공항,BYP,YBRY,대양주,Australia,오스트레일리아,Barimunya
Barinas Airport,바리나스 공항,BNS,SVBI,중남미,Venezuela,베네수엘라,Barinas
Bario Airport,바리오 공항,BBN,WBGZ,아시아태평양,Malaysia,말레이시아,Bario
Barisal Airport,바리살 공항,BZL,VGBR,아시아태평양,Bangladesh,방글라데시,Barisal
Barkley Regional Airport,바클리 공항,PAH,KPAH,북미캐나다,United States,미국,Paducah
